,position,company_name,rating,location,date_listed,salary
76,Data Analyst (นักวิเคราะห์ข้อมูล),,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,"35,000 - 55,000 บาทต่อเดือน"
77,ด่วน!!รับสมัครเจ้าหน้าที่data analyst เงินเดือน25-35k ทำงานท...,"P.R. Recruitment and Business Management Co.,Ltd",,"ห้วยขวาง, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"25,000 - 35,000 บาทต่อเดือน"
78,Business Analyst,"Bangkok Industrial Gas Co.,Ltd",,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
79,Decision Support Analyst,Cargill,3.8,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
80,Business Analyst,"IT Innovation Co.,Ltd",,"ราชเทวี, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
81,BUSINESS INTELLIGENCE ANALYST,Orami Thailand,,Thailand,30+ วันที่ผ่านมา,
82,CCBO - Corporate Investment Advisory,ธนาคารทหารไทย จำกัด (มหาชน),4.4,"จตุจักร, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
83,Data Analyst,Ninja Van,,Thailand,30+ วันที่ผ่านมา,
84,data analyst / management information system,"Saraff Infotech Co.,Ltd",,"ยานนาวา, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
85,junior system analyst (contract),"CDS Solution Corp.,Ltd.",,"บางรัก, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
86,System Analyst,บริษัท กลุ่มแอดวานซ์ รีเสิร์ช จำกัด,,"คลองสาน, กรุงเทพมหานคร",วันนี้,
87,Data analyst (เจ้าหน้าที่วิเคราะห์ข้อมูลรถยนต์),AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITE...,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,"25,000 - 40,000 บาทต่อเดือน"
88,Systems Analyst,บริษัท แผ่นดินทอง พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำก...,,"บางรัก, กรุงเทพมหานคร",10 วันที่ผ่านมา,
89,PRICING ANALYST,Orami Thailand,,Thailand,30+ วันที่ผ่านมา,
90,system analyst - นิคมแหลมฉบัง,บริษัท โปรเฟสชั่นแนล เซอร์วิส โพรไวเดอร์ จำกัด,,ชลบุรี,6 วันที่ผ่านมา,
91,Senior Analyst / Assistant Manager,บริษัท ทริส คอร์ปอเรชั่น จำกัด,,"บางรัก, กรุงเทพมหานคร",6 วันที่ผ่านมา,
92,"Sales ops Analyst(pricing, B&T) - Thailand",Advanced Sterilization Products,,Thailand,30+ วันที่ผ่านมา,
93,business analyst (ba),บริษัท บิลค์ วัน กรุ๊ป จำกัด,,"วัฒนา, กรุงเทพมหานคร",4 วันที่ผ่านมา,
94,Quality Assurance Analyst,DST Systems,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
95,Senior Costing Analyst,Electrolux,3.8,ระยอง,14 วันที่ผ่านมา,
96,Technical Support / System Analyst,Lazada,3.8,Thailand,11 วันที่ผ่านมา,
97,Pricing Analyst,Whatsnew ( Orami ),,Thailand,30+ วันที่ผ่านมา,
98,Business Analyst,Lumentum Operations LLC,3.6,นิคมอุตสาหกรรมนวนคร,30+ วันที่ผ่านมา,
99,"Professional, Data Engineer",ธนาคารไทยพาณิชย์,4.5,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
100,บริหารผลิตภัณฑ์การเงินและสนับสนุนธุรกิจ,ธนาคารเกียรตินาคิน,4.3,Thailand,30+ วันที่ผ่านมา,
101,System Analyst,TAKE IT SOLUTION,,"ห้วยขวาง, กรุงเทพมหานคร",29 วันที่ผ่านมา,
102,System Analyst,บริษัท เคพี ซอฟท์ จำกัด -บริษัท เคพี โซลูชั่น จำกั...,,"ห้วยขวาง, กรุงเทพมหานคร",วันนี้,"40,000 - 80,000 บาทต่อเดือน"
104,Business Analyst (IT),FRONTIS,,"บางคอแหลม, กรุงเทพมหานคร",21 วันที่ผ่านมา,
106,system analyst,บริษัท โอเชี่ยน สกาย เน็ตเวิร์ค จำกัด,,"บางนา, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
108,นักวิเคราะห์ข้อมูล (Data Analyst),,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,"25,000 - 35,000 บาทต่อเดือน"
109,Senior Financial Analyst,Pay Society Solutions,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
110,Big Data Analyst,เอซีอี เกมส์มิ่ง,,เชียงราย,30+ วันที่ผ่านมา,"15,001 - 18,000 บาทต่อสัปดาห์"
111,Trans Srvcs Analyst 1,CITI,3.9,กรุงเทพมหานคร,20 วันที่ผ่านมา,
112,Business Analyst ( Senior Level ),บริษัท ซัมมิท แคปปิตอล ลีสซิ่ง จำกัด,,"บางรัก, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
113,Enabler- HRIS (Human Resource Information System),GC Maintenance and Engineering,,ระยอง,17 วันที่ผ่านมา,
114,PROCESS ENGINEER/ PROJECT ENGINEER,Global Green Chemicals,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
115,system analyst/นักวิเคราะห์ระบบ,บริษัท โสมาภา อินฟอร์เมชั่น เทคโนโลยี จำกัด (มหาชน...,,"มีนบุรี, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"25,000 - 40,000 บาทต่อเดือน"
116,Senior System Analyst,Greenline Synergy,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
117,Business Analyst,บริษัท ธนาคารกรุงเทพ จำกัด (มหาชน),,"สาทร, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
118,นักวิเคราะห์ระบบ (system analyst),บริษัท กลุ่มแอดวานซ์ รีเสิร์ช จำกัด,,"คลองสาน, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"25,000 - 40,000 บาทต่อเดือน"
119,IT Analyst II,Maxim Integrated,,ชลบุรี,30+ วันที่ผ่านมา,
120,IT Senior Analyst,Seagate Technology,3.8,Thailand,30+ วันที่ผ่านมา,
121,Accountant I,Seagate Technology,3.8,Thailand,30+ วันที่ผ่านมา,
123,Business and Data Analyst,,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
126,Business Analyst,ธนาคารไทยพาณิชย์,4.5,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
127,Business Analyst,Metro Systems Corporation PCL,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
128,งานทรัพยากรบุคคล,BJC,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
131,data classification specialist,บริษัท ชุน บ็อก จำกัด,,"บางกะปิ, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
132,business analyst and quality control,"Online Asset Co.,Ltd.",,"ห้วยขวาง, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"15,000 - 20,000 บาทต่อเดือน"
133,application analyst,"Advanced Systems Consulting Co., Ltd.",,"สาทร, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
134,Supply Chain Data Analyst,,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
135,system analyst,กลุ่มบริษัท ซีดีจี,,"ยานนาวา, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"30,000 - 60,000 บาทต่อเดือน"
136,mis analyst,บมจ.ธนาคารไทยเครดิต เพื่อรายย่อย,,"ดินแดง, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
139,system analyst,บริษัท อะมอร์ ไอที คอนซัลท์ จำกัด,,"จตุจักร, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"20,000 - 50,000 บาทต่อเดือน"
140,Business Analyst,บริษัทจัดหางาน ฮิวแมน เทค จำกัด,,"ลาดพร้าว, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"60,000 - 80,000 บาทต่อเดือน"
141,system analyst/นักวิเคราะห์ระบบ (english language),บริษัท โสมาภา อินฟอร์เมชั่น เทคโนโลยี จำกัด (มหาชน...,,"คลองสามวา, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"40,000 - 70,000 บาทต่อเดือน"
142,Data Analyst,The A-List International,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
143,system analyst,WINTEL SOFTECH RECRUITMENT,,"ราชเทวี, กรุงเทพมหานคร",30+ วันที่ผ่านมา,
144,system analyst **ด่วน!!!,"CDS Solution Corp.,Ltd.",,"จตุจักร, กรุงเทพมหานคร",30+ วันที่ผ่านมา,"25,000 - 50,000 บาทต่อเดือน"
145,System Analyst for Back Office in Technology,บริษัท ทุนภัทร,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
146,"Senior Analyst, Wholesale Banking Portfolio Analytics",ธนาคารไทยพาณิชย์,4.5,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
147,IT Business Analyst,PTF,,Thailand,30+ วันที่ผ่านมา,
149,Investment Analyst,Adecco,3.8,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
150,Data Analyst,The Siam Cement Public Company Limited,,กรุงเทพมหานคร,30+ วันที่ผ่านมา,
