,position,company_name,rating,location,date_listed,salary
110,Marketplace and Process Analyst,Tech Data Corporation,"3,6",,Hace más de 30 días,
111,Operational Due Diligence Senior Analyst,Santander,"3,6",,hace 12 días,
112,VAT Analyst,Page Personnel España,"2,6",,hace 24 días,
113,Analyst Intern- Group Growth Department,Interbrand,"3,3",,Hace más de 30 días,
114,PaaS Platform Engineer,Santander,"3,6",,hace 18 días,
115,Backup & DR Platform Engineer,Santander,"3,6",,hace 3 días,
116,BI Analyst,eDreams ODIGEO,"3,6",,Hace más de 30 días,
117,DATA ENGINEER SPARK + HADOOP,Sicpa,,,hace 24 días,
118,Junior Business Analyst (Engineers),Fever,"3,6",,Hace más de 30 días,
119,Sourcing Data Analyst,Hays,"3,6",,Hace más de 30 días,
120,Sourcing Specialist Balance of Plant,Acciona,"4,0",,Hace más de 30 días,
121,Senior Accounting Analyst,Allianz España,"3,9",,Hace más de 30 días,
122,WordPress Developer,netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,
123,Junior Data Analyst,Mifarma Farmacia Online,,"Albacete, Albacete provincia",hace 16 días,
124,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2","Madrid, Madrid provincia",hace 2 días,
125,Paid Media & Web Analyst Account Manager,DSD Planning Center,,"Madrid, Madrid provincia",hace 13 días,26.000€ - 30.000€ al año
126,Back-end Web Developer,Netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,36.000€ - 52.000€ al año
127,WordPress Developer,netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,
128,Mobile Analyst III,DMI,,,Hace más de 30 días,
129,Central Planning Analyst,CHEP,"3,5",,hace 25 días,
130,Lead Country Analyst (France),Cimpress/Vistaprint,,,hace 25 días,
131,Data Analyst (h/m),Page Personnel España,"2,6",,Hace más de 30 días,
132,Senior Pricing Data Solutions Analyst,Liberty Seguros,"4,4",,hace 4 días,
133,Data Platform Engineer,Glovo,"3,1",,Hace más de 30 días,
134,Cyber Risk Analyst,Airbus,"4,2",,Hace más de 30 días,
135,Transformation Acceleration Analyst,McKinsey & Company,"4,3",,Hace más de 30 días,
136,Business Analyst (m/f/x),Celonis SE,,,Hace más de 30 días,
137,DATA ENGINEER SPARK + HADOOP,Sicpa,,,hace 24 días,
138,BI Analyst,eDreams ODIGEO,"3,6",,Hace más de 30 días,
139,Nestle Global Tech Hub BCN - IS/IT - Cost Accounting Analyst...,Nestle,"4,1",,Hace más de 30 días,
140,WordPress Web Developer,Netz Strategen,,,Hace más de 30 días,
141,Social Media Analyst,Fever,"3,6",,Hace más de 30 días,
142,Marketing Analytics and Customer Behavior Business Intellige...,Amazon EU SARL (Spain Branch),"3,6",,Hace más de 30 días,
143,Customer Support Consultant in Tech,SCRM,,,hace 18 días,
144,Cybersecurity Analyst / Pentester,Michael Page España,,,hace 9 días,
145,Maternity Leave CIB Client Performance Management Analyst,BNP Paribas,"3,9",,hace 6 días,
146,Senior Transformation Specialist,Cimpress/Vistaprint,,,hace 6 días,
147,Finance Project Manager/Analyst,Axis Corporate,,,hace 5 días,
148,Operational Due Diligence Senior Analyst,Santander,"3,6",,hace 12 días,
149,Modern workplace analyst & strategy expert - SGT,Santander,"3,6",,Hace más de 30 días,
150,Cost Analyst,Produban Servicios Informáticos Generales,,,Hace más de 30 días,
151,Digital Analyst (Web analytics / BI / SEO),Visca Web,,,Hace más de 30 días,
152,DATA MANAGER,Fundació per a la Recerca Sant Joan de Déu,,,hace 19 días,
153,Senior Investment Accounting Analyst,Zurich Insurance Group,"3,8",,Hace más de 30 días,
154,DATA OFFICE - Data Science Business Analyst,BNP Paribas,"3,9",,hace 9 días,
155,Social Digital Marketing Analyst,KNN Digital Media,,,Hace más de 30 días,
156,Delivery Architect,Clarivate Analytics,"3,4",,Hace más de 30 días,
157,Senior Investment Accounting Analyst,Zurich,"3,6",,Hace más de 30 días,
158,PaaS Platform Engineer,Santander,"3,6",,hace 18 días,
159,Credit Analyst,Firmenich,"3,8",,Hace más de 30 días,
160,"Power BI, Python, R Enginner M/F",AKKA TECHNOLOGIES,"3,1",,Hace más de 30 días,
161,VAT Analyst,Page Personnel España,"2,6",,hace 24 días,
162,Business Analyst Anti-Financial Crimes,Empléate con Talento,,,Hace más de 30 días,
163,Data Engineer,"AMZN Spain Fulfillment, S.L.U.","3,6",,Hace más de 30 días,
164,Consultant,Calypso,,,Hace más de 30 días,
165,Graphic Designer,FNA,,,Hace más de 30 días,
166,Senior Customer Impact Analyst,Aktana,,,Hace más de 30 días,
167,Senior Data Engineer,Cimpress/Vistaprint,,,hace 25 días,
168,RCS FP&A Analyst,Bombardier,"3,8",,hace 10 días,
169,Senior Data Scientist,SCRM,,,Hace más de 30 días,
170,Paid Media Analyst - PAGOFX,Santander,"3,6",,Hace más de 30 días,
171,Business Analyst - Gilead,IQVIA,"3,8",,hace 11 días,
172,"Openbank: ""Digital Analyst""",Santander,"3,6",,Hace más de 30 días,
173,Data Analyst,Verse Technologies Inc,,,hace 27 días,
174,Business Analyst,Neovantas,,,Hace más de 30 días,
175,Senior Support Engineer,XoriantːIN,,,hace 10 días,
176,Business Analyst,Exceltic,"3,0",,Hace más de 30 días,
177,Business Analyst,SQLI Spain,,,Hace más de 30 días,
178,Mobile App Developer (Xamarin Engineer),Sage,"3,5","Barcelona, Barcelona provincia",Hace más de 30 días,
179,Junior Data Analyst,Mifarma Farmacia Online,,"Albacete, Albacete provincia",hace 16 días,
180,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2","Madrid, Madrid provincia",hace 2 días,
181,Paid Media & Web Analyst Account Manager,DSD Planning Center,,"Madrid, Madrid provincia",hace 13 días,26.000€ - 30.000€ al año
182,Junior Data Analyst,Mifarma Farmacia Online,,"Albacete, Albacete provincia",hace 16 días,
183,"BigData Architect/Analyst, Madrid",Humann_Team&Talent,,,hace 2 días,
184,Head of Cash Operations,Glovo,"3,1",,Hace más de 30 días,
185,Sourcing Specialist Balance of Plant,Acciona,"4,0",,Hace más de 30 días,
186,Senior Test Analyst,Zurich Insurance Group,"3,8",,Hace más de 30 días,
187,Business Analyst,SeQura Worldwide,,,Hace más de 30 días,
188,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2",,Hace más de 30 días,
189,"(HCM) Data Analyst (JavaScript, SQL, Data Analytics, Databas...",PHIBIOUS VIETNAM,,,Hace más de 30 días,
190,Business Intelligence Manager,Philip Morris International,"4,3",,hace 11 días,
191,DATA ANALYST/DATA ENGINEER - ALTERYX/TABLEAU,MRP Global,,,Hace más de 30 días,
192,Back-end Web Developer,Netz Strategen,,,Hace más de 30 días,
193,Business Analyst,Ultralytics LLC,,,Hace más de 30 días,
194,Technology Expert - SuccessFactors Employee Central,Nestle,"4,1",,Hace más de 30 días,
195,Big Data Engineer/Ingeniero Big Data sector Banca,Catenon,,,Hace más de 30 días,
196,Threat Researcher,Infoblox,,,Hace más de 30 días,
197,Cyber Security Analyst,Verisk,,,hace 11 días,
198,Senior FP&A Analyst Big Data-SQL - International company bas...,Michael Page España,,,Hace más de 30 días,
199,IT Data Architect,Enel,"4,1",,hace 17 días,
200,Data Engineer (flexible location),"AMZN Spain Fulfillment, S.L.U.","3,6",,Hace más de 30 días,
201,Data Scientist - University Students,McKinsey & Company,"4,3",,Hace más de 30 días,
202,Business Intelligence Analyst,Iwantic,"3,0",,Hace más de 30 días,
203,QA ENGINEER,Growth Acceleration Partners,,,hace 5 días,
204,Cybersecurity Analyst / Pentester,Page Personnel España,"2,6",,hace 10 días,
205,Data Engineer,"Amazon Spain Services, S.L.","3,6",,Hace más de 30 días,
206,DMP Consultant/Digital Analyst,The Cocktail,,,Hace más de 30 días,
207,Data Load Analyst,Keytree,,,Hace más de 30 días,
208,Data Scientist (SoF),CHEP,"3,5",,Hace más de 30 días,
209,Senior Google Analytics Specialist,Cimpress/Vistaprint,,,hace 26 días,
210,Senior Test Analyst,Zurich,"3,6",,Hace más de 30 días,
211,Digital Analyst / Analista Web,The Cocktail,,,Hace más de 30 días,
212,Senior Data Engineer,Glovo,"3,1",,Hace más de 30 días,
213,Business Analyst -Manufacturing (Microsoft Technologies),Nestle,"4,1",,Hace más de 30 días,
214,Technology Expert - Complementary Applications,Nestle,"4,1",,Hace más de 30 días,
215,Senior Pricing Specialist,Cimpress/Vistaprint,,,hace 4 días,
216,Backup & DR Platform Engineer- SGT,Santander,"3,6",,hace 12 días,
217,Sr Incident Response Analyst,Citrix,,,Hace más de 30 días,
218,Board Certified Behavior Analyst,"Catapult Learning, LLC",,,hace 14 días,
219,Business Systems Analyst - Distribution,CooperVision,,,hace 27 días,
220,Temporal CIB Client Performance Management Analyst,BNP Paribas,"3,9",,hace 6 días,
221,Analyst Programmer,Smartive,,,Hace más de 30 días,
222,Data Analyst – Big Data & Analytics Madrid,Satec,"3,7",,Hace más de 30 días,
223,Full Stack Developer,Mabrian Technologies SL,,,hace 18 días,
224,Software Architect,OMP,,,Hace más de 30 días,
225,Reporting Analyst (Operations),No facilitado,,,Hace más de 30 días,
226,Product Owner,DNV GL AS,,,hace 23 días,
227,Accounts Payable Analyst - Dutch Speaker,Tech Data Corporation,"3,6",,Hace más de 30 días,
228,Product Owner,Hays,"3,6",,hace 4 días,
229,Product Owner – Wind,DNV GL AS,,,hace 28 días,
230,Senior Forensic Investigator / Analyst - SGT,Santander,"3,6",,hace 24 días,
231,Forex News Editor,FXStreet,,,Hace más de 30 días,
232,Data Scientist,Catenon,,,Hace más de 30 días,
233,Back-end Web Developer,Netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,36.000€ - 52.000€ al año
234,Mobile App Developer (Xamarin Engineer),Sage,"3,5","Barcelona, Barcelona provincia",Hace más de 30 días,
235,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2","Madrid, Madrid provincia",hace 2 días,
236,Paid Media & Web Analyst Account Manager,DSD Planning Center,,"Madrid, Madrid provincia",hace 13 días,26.000€ - 30.000€ al año
237,WordPress Developer,netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,
238,Back-end Web Developer,Netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,36.000€ - 52.000€ al año
239,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2","Madrid, Madrid provincia",hace 2 días,
240,Paid Media & Web Analyst Account Manager,DSD Planning Center,,"Madrid, Madrid provincia",hace 13 días,26.000€ - 30.000€ al año
241,Senior FP&A Analyst Big Data-SQL - International company bas...,Michael Page España,,,Hace más de 30 días,
242,Business Analyst,Transcom Spain,,,Hace más de 30 días,
243,Back-end Web Developer,Netz Strategen,,,Hace más de 30 días,
244,CLOUD DATA SPECIALIST,BNP Paribas,"3,9",,Hace más de 30 días,
245,Senior FP&A Analyst - Experience Big Data-SQL,Page Personnel España,"2,6",,Hace más de 30 días,
246,Senior Data Engineer,Glovo,"3,1",,Hace más de 30 días,
247,Technology Expert - Complementary Applications,Nestle,"4,1",,Hace más de 30 días,
248,Product Owner,Hays,"3,6",,hace 4 días,
249,Data Scientist Senior - Digital Hub,Ferrovial,"4,0",,Hace más de 30 días,
250,Senior Investment Accounting Analyst - International SSC,Michael Page España,,,Hace más de 30 días,
251,Pricing Actuary Level 2,Liberty Seguros,"4,4",,Hace más de 30 días,
252,Business Analyst,Ultralytics LLC,,,Hace más de 30 días,
253,Technology Expert - SuccessFactors Employee Central,Nestle,"4,1",,Hace más de 30 días,
254,WordPress Web Developer,Netz Strategen,,,Hace más de 30 días,
255,DMP Consultant/Digital Analyst,The Cocktail,,,Hace más de 30 días,
