,position,company_name,rating,location,date_listed,salary
668,Data Scientist/Data Analyst,Atkins,3.7,Bristol,7 days ago,
669,Performance Reporting Analyst,Skanska,4.1,London,5 days ago,
672,Lead Data Analyst (Maternity Cover),Yieldify,,London,Today,
673,Data Control Analyst,cer Financial Ltd,,Canary Wharf,3 days ago,
674,Pricing Analyst,The Royal Society of Chemistry,3.9,,19 days ago,
675,"Scientist in Data, Methods, & Analytics",GSK,4.2,Stevenage SG1,17 days ago,
676,"Data Analyst (Salesforce, Data Migration, CRM)",Ampersand Consulting,3.7,London,30+ days ago,£400 - £430 a day
678,Business Analyst,digital gut per Forfirm,,London,4 days ago,"£65,000 - £80,000 a year"
685,Technical Pricing Analyst,AXA UK,3.9,Weybridge KT13 0NY,10 days ago,"£28,000 - £35,000 a year"
686,Senior Information Analyst,Health Education England,3.6,Cambridge CB21 5XB,10 days ago,"£31,365 a year"
687,Business Analyst,Whip Media Group,,London,30+ days ago,
688,Pricing Analyst (supporting international operations),Admiral Insurance,3.5,Cardiff,30+ days ago,
689,Senior Business Analyst - Veeva CRM,RB,3.6,Slough,10 days ago,
690,Customer Insight Analyst,Understanding Recruitment,,London,Today,"£30,000 - £39,000 a year"
691,Credit Risk Analyst (Retail),Smartest Energy,4.3,London,26 days ago,"£21,000 - £23,000 a year"
692,Junior Analyst,Datatech Analytics,,Bristol,30+ days ago,
695,BA4 - Business Readiness Analyst,Barclays,4.0,Glasgow,10 days ago,
696,Senior Data Scientist – Premium Analytics (Payments),Spotify,4.3,London,10 days ago,
697,Senior Data Analyst,GlobalWebIndex,,London,30+ days ago,
698,Apprentice Risk Pricing Analyst,Hastings Direct,3.4,Bexhill,10 days ago,
704,Business Analyst Lead,Firemind,,Maidstone,25 days ago,"£50,000 a year"
705,DW Business Analyst,Laksa Solutions Ltd,,Stoke-on-Trent,30+ days ago,"£30,000 - £36,000 a year"
706,Data Analytics Consultant,CAPCO,3.5,London,30+ days ago,
707,Data Analyst,Deep Labs,,Belfast BT1 4GB,30+ days ago,
710,Junior BI Developer,Computershare,3.5,Edinburgh,30+ days ago,
711,Quantitative Researcher,Mako,,London,30+ days ago,
712,Digital Analyst,Sainsburys,3.7,Milton Keynes,3 days ago,
713,Information Risk Management Analyst,NFU Mutual,3.7,Stratford-upon-Avon,6 days ago,"£30,000 - £35,000 a year"
714,Business Analyst,Colmore PS Ltd,,Birmingham,28 days ago,
716,Head of Business Intelligence,Bupa Dental Care,3.3,Bristol BS16 1GW,6 days ago,
717,Business Intelligence Engineer,Wagestream,,London,7 days ago,
718,Data Lineage Strategy and Design Analyst,UBS,3.8,London,30+ days ago,
719,Research Analyst,Pharmerit International,,Oxford,30+ days ago,
721,Data Integration Analyst,Venturi,5.0,Hertfordshire,30+ days ago,"£45,000 - £55,000 a year"
722,Supply Chain Analyst,Ocado Group,3.0,Hatfield,30+ days ago,
723,Senior Data Analyst,Oscar Technology,3.9,London,3 days ago,"£60,000 - £65,000 a year"
724,Business Data Analyst - Collibra,McGregor Boyall,4.0,London,30+ days ago,£550 - £650 a day
725,Business Analyst,Diligenta,2.9,Peterborough,30+ days ago,"£36,000 a year"
726,Business Intelligence Support Analyst,One Care (BNSSG) Ltd,,Bristol,30+ days ago,
727,Reporting and Pricing Analyst - Investment Risk and Performa...,Link Asset Services,2.7,London,6 days ago,
729,Business Analyst,CITI,3.9,Belfast,19 days ago,
730,Marketing Data Analyst,1st Choice Jobs,,Folkestone,30+ days ago,"£35,000 a year"
731,Global Business Coordination Analyst,Aldi,3.4,Tamworth B77 5PN,30+ days ago,"£46,405 a year"
732,Marketing Effectiveness Analyst,GVC Group,3.0,London SW1E 6SQ,30+ days ago,
734,Data Engineering Analyst,Next Link,,London,19 days ago,
744,Principal IT Risk Analyst,BNY Mellon,3.5,Manchester,3 days ago,
745,Research Analyst,Aspire,,London,2 days ago,"£60,000 - £70,000 a year"
746,Business Analyst,Expleo,,Belfast BT3 9DT,30+ days ago,
747,"Trade and Transaction Reporting, SFTR - Analyst",Morgan Stanley,3.9,Glasgow,30+ days ago,
748,Data Analyst - Reinsurance Market Math//Numerical grad,Taylor James Resourcing,,London,30+ days ago,"£25,000 - £28,000 a year"
749,Marketing Insight Analyst,GVC Group,3.0,Gibraltar,30+ days ago,
750,CIB/WPO: Global Payments Strategy: Business Analyst - Associ...,"JPMorgan Chase Bank, N.A.",3.9,Bournemouth,3 days ago,
751,Business Intelligence Analyst,Hitachi Rail Limited,,Doncaster,30+ days ago,
753,Technical Architect - Data Analytics,Jisc,3.5,United Kingdom,30+ days ago,"£42,000 a year"
755,Business Analyst - MiFID/EMIR,Kite Group,,London,30+ days ago,
757,Data Analyst - Global Project,GCS Recruitment Specialists Ltd,5.0,London,30+ days ago,£350 - £360 a day
758,Global CDO ORD Analyst,PwC,4.0,London,30+ days ago,
760,Farm Business Analyst,Promar International,,Oxford,19 days ago,
761,Business Analyst,Verint Systems Inc.,3.5,Glasgow,4 days ago,
763,Investment Data Analyst (VBA / SQL),Taylor James Resourcing,,London,30+ days ago,"£40,000 - £55,000 a year"
765,Business Analyst,Deltatre,4.0,London,30+ days ago,
766,Information Analyst (Nursing Workforce and Professional Stan...,Hywel Dda University Health Board,3.9,Carmarthen SA31 2AF,5 days ago,"£24,907 - £30,615 a year"
767,Information Analyst (9 months FTC),SYNLAB,,London,30+ days ago,"£30,000 - £54,671 a year"
769,Pricing Analyst,The Royal Society of Chemistry,3.9,Cambridge CB4 0WF,19 days ago,
770,Genomics Data & Analysis Engineer - SEUIT,AstraZeneca,4.1,Cambridge CB2 8PA,30+ days ago,
772,Senior BI Analyst,Blenheim Chalcot Group,,London,30+ days ago,
773,Data Analyst Apprenticeship Level 4,QA Apprenticeships,3.3,Wiltshire,30+ days ago,£423 a week
774,Treasury Analyst JV and Reporting,SSE plc,3.0,Perthshire,2 days ago,
775,"GDPR Business Analyst (Spanish, Data Privacy)",Head Resourcing Limited,,Glasgow,30+ days ago,£325 - £350 a day
776,Senior Data Analyst,RELX Group,4.2,Oxford,30+ days ago,
777,Statistical Healthcare Analyst,Metrica Recruitment,,London,30+ days ago,"£30,000 - £34,000 a year"
778,Equities Data Science Senior Analyst,CITI,3.9,Belfast,30+ days ago,
779,IT Business Analyst,Pracyva Limited,,London,30+ days ago,"£36,000 - £40,000 a year"
780,Sr. Insights Data Analyst,Hydrogen Group,3.3,London,30+ days ago,£245 a week
781,Business Analyst,LGC Limited,3.9,Twickenham,30+ days ago,
782,Data Analyst III,Virtus Partners,,London,30+ days ago,
783,Business Analyst,BioAutomation,,Twickenham,30+ days ago,
785,Headcount Planning & Analysis Analyst,Finastra,3.4,London,30+ days ago,
786,Credit Risk Analyst,Studio Retail Ltd,3.2,Accrington BB5,27 days ago,
788,Data Analyst,Ellandi Management Limited,,London,11 days ago,
789,BI Reporting Manager,City & County Healthcare,2.8,Altrincham,12 days ago,"£43,000 - £48,000 a year"
790,Digital Data Analyst,Aspire,,Kent,17 days ago,"£30,000 - £40,000 a year"
791,Behavioral Insight Analyst,Spencer Clarke Group,4.7,Hackney,12 days ago,£203 - £230 a day
792,Quantitative Risk Analyst - Commodities & Markets,Eversearch,,London,24 days ago,"£75,000 - £90,000 a year"
