,position,company_name,rating,location,salary,country,days,salary_num,date
3544,Omnichannel Marketing Data Analyst,Sun & Ski,,"Houston, TX",nan,USA,3.0,,2020-06-13
3545,JR OPERATIONS DATA ANALYST,Texas Disposal Systems,,"Austin, TX 73301 (St Edwards area)",nan,USA,4.0,,2020-06-12
3546,Data Analyst,IXIS,,"Burlington, VT 05401",nan,USA,26.0,,2020-05-21
3547,Data Analyst,Health & Human Services Comm,,"Austin, TX 78754",$4023 - $6579 a month,USA,30.0,3540.2400000000002,2020-05-17
3548,Data Analyst (Extreme),Sony/ATV Music Publishing LLC,,"Santa Monica, CA",nan,USA,30.0,,2020-05-17
3549,Business Data Analyst,Brady Corporation,,"Milwaukee, WI 53223 (Menomonee River Hills East area)",nan,USA,30.0,,2020-05-17
3550,"Analyst, Data Stewardship 7826",Comcast,,"Philadelphia, PA",nan,USA,5.0,,2020-06-11
3551,Data Analyst I,Massachusetts General Hospital(MGH),,"Charlestown, MA 02129",nan,USA,5.0,,2020-06-11
3552,Research Data Analyst,University of Nebraska Medical Center,,"Omaha, NE",$46700 - $70100 a year,USA,4.0,41096.0,2020-06-12
3553,Data Analyst,Lucky Day,,"Los Angeles, CA",nan,USA,26.0,,2020-05-21
3554,Census Data Analyst - Medical - Underwriting,Cigna,,"Independence, OH 44131",nan,USA,26.0,,2020-05-21
3555,Data Analyst,State Employees Credit Union,,"Santa Fe, NM",$38772 - $58158 a year,USA,1.0,34119.36,2020-06-15
3556,Health Data Analyst,Crossix Solutions,,"New York, NY 10018 (Garment District area)",nan,USA,30.0,,2020-05-17
3557,Data Analyst,HOLE Group,,"Houston, TX",nan,USA,30.0,,2020-05-17
3558,Data Analyst - IntelliScript,Milliman,,"Brookfield, WI 53005",nan,USA,2.0,,2020-06-14
3559,Data Analyst (Regular Full-time),Electronic Arts,,"Orlando, FL 32810",nan,USA,30.0,,2020-05-17
3560,Data Systems Analyst,University of California San Francisco,,"San Francisco, CA 94143 (Haight-Ashbury area)",nan,USA,13.0,,2020-06-03
3561,Consultant Data Analyst (GCP),DMI,,"Detroit, MI 48226 (Downtown area)",nan,USA,2.0,,2020-06-14
3562,Data Analyst,Long Term Stock Exchange (LTSE),,"New York, NY",nan,USA,30.0,,2020-05-17
3563,Data Analyst,Zynga,,"Austin, TX",nan,USA,18.0,,2020-05-29
3564,Healthcare Data Analyst - Remote,SemanticBits LLC,,"Herndon, VA 20171",nan,USA,30.0,,2020-05-17
3565,Data Science Analyst,GNY Insurance Companies,,"New York, NY 10016 (Murray Hill area)",nan,USA,10.0,,2020-06-06
3566,Business Analyst,Grant Street Group,,nan,nan,USA,19.0,,2020-05-28
3567,Data Programmer/Analyst,Arizona State University,,"Phoenix, AZ",$70000 - $75000 a year,USA,9.0,61600.0,2020-06-07
3568,Data Analyst,Omni Federal,,"Fairfax, VA",nan,USA,30.0,,2020-05-17
3569,Data Analyst,UST Global,,"Chicago, IL",nan,USA,4.0,,2020-06-12
3570,Business Analyst - Strategy Analytics,"Bainbridge, Inc.",,nan,nan,USA,16.0,,2020-05-31
3571,Data and Analytics Internship - Fall 2020,FC Tulsa,,"Tulsa, OK",nan,USA,5.0,,2020-06-11
3572,Full-Time Data Analyst - Statewide,Chester County Intermediate Unit,,"Downingtown, PA 19335",$91353 - $114192 a year,USA,30.0,80390.64,2020-05-17
3573,"Health Data Analyst I, II or III",Utah Retirement Systems,,"Salt Lake City, UT 84102 (Central City area)",nan,USA,4.0,,2020-06-12
3574,Data Visualization Analyst,Stericycle,,"Bannockburn, IL 60015",nan,USA,13.0,,2020-06-03
3575,Sr. Data Analyst,Frame.io,,"New York, NY",nan,USA,5.0,,2020-06-11
3576,Data Analyst Co-Op,Universal Instruments Corporation,,"Conklin, NY 13748",nan,USA,5.0,,2020-06-11
3577,Data Analyst,Cubic Corporation,,"Chicago, IL",nan,USA,13.0,,2020-06-03
3578,Data Analyst,Columbia University,,"New York, NY",nan,USA,7.0,,2020-06-09
3579,Junior Data Analyst,Atlanta Public Schools,,"Atlanta, GA 30303 (Downtown area)",$20 an hour,USA,11.0,33686.4,2020-06-05
3580,Data Analyst III/Investigative Assistant,MVM,,"San Juan, PR",nan,USA,9.0,,2020-06-07
3581,Data Analyst,WellSky,,"Overland Park, KS",nan,USA,6.0,,2020-06-10
3582,"Data Analyst, Education Policy Studies",American Enterprise Institute,,"Washington, DC 20036 (Dupont Circle area)",nan,USA,30.0,,2020-05-17
3583,Data Analyst,id Software,,"Dallas, TX",nan,USA,30.0,,2020-05-17
3584,Data Analyst,RiVi Consulting Group,,"Hartford, CT",nan,USA,18.0,,2020-05-29
3585,Data Analyst,Pacific Life,,"Aliso Viejo, CA 92656",nan,USA,19.0,,2020-05-28
3586,"Analyst, Data Analytics Engineer",Travelers,,"Hartford, CT",nan,USA,6.0,,2020-06-10
3587,Business Data Analyst (US-N) - 7650 - Lockbourne OH NCRC (Lo...,DHL,,"Lockbourne, OH 43137",nan,USA,4.0,,2020-06-12
3588,Data Management Analyst I,University of Oklahoma,,"Oklahoma City, OK",Up to $57000 a year,USA,2.0,50160.0,2020-06-14
3589,Power Markets Data Analyst,ICF,,"Fairfax, VA 22031",nan,USA,3.0,,2020-06-13
3590,Data Science Intern,Vibrent Health,,"Fairfax, VA",nan,USA,3.0,,2020-06-13
3591,Data Migration Analyst,Q2ebanking,,"Austin, TX 78729",nan,USA,12.0,,2020-06-04
3592,Data Scientist/Data Analyst,Net Pay Advance Inc,,"Wichita, KS 67212",nan,USA,30.0,,2020-05-17
3593,Data Analyst - Healthcare Analytics,General Health System (Baton Rouge General Med. Ct...,,"Baton Rouge, LA 70809",nan,USA,17.0,,2020-05-30
3594,Data Analyst I,"National Healthcare Solutions, Inc.",,"Dallas, TX 75206 (M Streets area)",$25 - $30 an hour,USA,30.0,42108.0,2020-05-17
3595,Data and Tableau Analyst,State of North Carolina,,"Wake County, NC",$64519 - $93346 a year,USA,3.0,56776.72,2020-06-13
3596,Data Analyst - Visualization Analytics using Tableau,DXC,,Wisconsin,nan,USA,10.0,,2020-06-06
3597,Quantitative Data Analyst,Cogo Labs,,"Cambridge, MA",nan,USA,30.0,,2020-05-17
3598,ColdFusion Development Data Analyst -Remote,ClientSolv Technologies,,"Greenwood Village, CO",nan,USA,16.0,,2020-05-31
3599,Data Analytics Analyst,Banner Engineering Corporation,,"Plymouth, MN 55441",nan,USA,30.0,,2020-05-17
3600,Disney: Data Analyst,silicon tech solutions,,"Los Angeles, CA",nan,USA,30.0,,2020-05-17
3601,Data Analyst,OpenSquare,,"Seattle, WA 98108 (Georgetown area)",nan,USA,13.0,,2020-06-03
3602,BHQN Data Analyst,Baptist Health Quality Network,,"Coral Gables, FL",nan,USA,6.0,,2020-06-10
3603,Healthcare Data Analyst I,Inland Empire Health Plans,,"Rancho Cucamonga, CA 91730",$69284 - $88358 a year,USA,7.0,60969.92,2020-06-09
3604,Spclst Data Analyst,Northwell Health,,"Manhasset, NY 11030",nan,USA,30.0,,2020-05-17
3605,Senior Data Analyst,Amway Inc.,,"Ada, MI",nan,USA,10.0,,2020-06-06
3606,"Associate Analyst, Data Analytics",CMI/Compas,,"New York, NY",nan,USA,30.0,,2020-05-17
3607,Data Analyst,Northwestern Medicine,,"Warrenville, IL",nan,USA,30.0,,2020-05-17
3608,Data Analyst,TUFTS University,,"Boston, MA 02111 (Chinatown area)",nan,USA,9.0,,2020-06-07
3609,"Cybersecurity Data Analyst - Washington, DC","K2Share, LLC",,nan,nan,USA,11.0,,2020-06-05
3610,Business Analyst Internship (2020),"Bainbridge, Inc.",,nan,nan,USA,16.0,,2020-05-31
3611,Remote ColdFusion Development Data Analyst,ClientSolv Technologies,,"Greenwood Village, CO",nan,USA,16.0,,2020-05-31
3612,Data Analyst,Dot818,,United States,nan,USA,30.0,,2020-05-17
3613,Data Analyst,New York University,,"New York, NY 10012 (Greenwich Village area)",nan,USA,30.0,,2020-05-17
3614,Data Analyst,Zozimus,,"Boston, MA 02114 (North End area)",nan,USA,30.0,,2020-05-17
3615,Data Analyst,Cengage Learning,,"Boston, MA 02210 (South Boston area)",nan,USA,30.0,,2020-05-17
3616,Data Analyst,ICF,,"Harrisburg, PA",nan,USA,2.0,,2020-06-14
3617,HEALTHCARE QUALITY DATA ANALYST (Quality/Clinical Outcome -...,Iredell Memorial Hospital Incorporated,,"Statesville, NC 28677",nan,USA,2.0,,2020-06-14
3618,Data Visualization Analyst,Ocean Spray,,"Lakeville, MA",nan,USA,30.0,,2020-05-17
3619,"Analyst, Data & Design (226 Days)",Dallas Independent School District,,"Dallas, TX",$75278 a year,USA,30.0,66244.64,2020-05-17
3620,Data Analyst,Systems Plus,,"Washington, DC",nan,USA,30.0,,2020-05-17
3621,RareMed SQL Data Analyst,Pantherx Specialty Llc,,"Carnegie, PA 15106",nan,USA,3.0,,2020-06-13
3622,Health Policy Data Analyst I,Logistics Management Institute,,"Tysons, VA",nan,USA,18.0,,2020-05-29
3623,Analyst - Data Intelligence (US),Avantor,,"Radnor, PA",nan,USA,19.0,,2020-05-28
3624,Sr Data Analyst,Crown Castle,,United States,nan,USA,10.0,,2020-06-06
3625,Data Analyst,Axiologic Solutions,,Colorado,nan,USA,30.0,,2020-05-17
3626,Data Analyst,"COLLABORAIT, INC",,"Falls Church, VA 22046",nan,USA,30.0,,2020-05-17
3627,Sr Data Analyst,FM Global,,"Johnston, RI 02919",nan,USA,18.0,,2020-05-29
3628,Contingent Data Analyst,First Republic Bank,,"San Francisco, CA 94111 (Financial District area)",nan,USA,2.0,,2020-06-14
3629,Senior Health Center Data Analyst,Relevant Healthcare Technologies,,"New York, NY 10007 (Tribeca area)",nan,USA,30.0,,2020-05-17
3630,Clinical Data Analysts,KVRA Tech Inc,,"Piscataway, NJ 08854",nan,USA,4.0,,2020-06-12
3631,Data Center Analyst,Unisys,,"Middletown, CT",nan,USA,30.0,,2020-05-17
3632,Data Analyst,Operational Services Division,,"Boston, MA 02108 (Beacon Hill area)",$58391 - $83592 a year,USA,30.0,51384.08,2020-05-17
3633,Research Analyst (Data Science),APCO Worldwide,,"New York, NY",nan,USA,16.0,,2020-05-31
3634,Data Analyst II,Cenlar FSB,,"Ewing, NJ",nan,USA,3.0,,2020-06-13
3635,Research Data Analyst,Johns Hopkins University,,"Baltimore, MD 21218 (Johns Hopkins Homewood area)",$45195 - $62225 a year,USA,2.0,39771.6,2020-06-14
3636,Business Analyst II - Remote,Magellan Health,,United States Minor Outlying Islands,nan,USA,3.0,,2020-06-13
3637,Data Analyst,Cecil College,,"North East, MD 21901",nan,USA,19.0,,2020-05-28
3638,"Data Analyst, Pipeline Integrity Data Engineering",TC Energy,,"Houston, TX 77002 (Downtown area)",nan,USA,3.0,,2020-06-13
3639,BUSINESS ANALYST,Bangura Solutions,,nan,nan,USA,4.0,,2020-06-12
3640,Data Analyst,Incentrik,,"Baton Rouge, LA 70810 (Highland-Perkins area)",nan,USA,30.0,,2020-05-17
3641,Data Import Analyst,LeadsOnline LLC,,"Plano, TX",nan,USA,30.0,,2020-05-17
3642,Data Analyst,ID.me,,"McLean, VA 22102",nan,USA,30.0,,2020-05-17
3643,Sr. Business Analyst,"PSG Support Services, LLC",,nan,nan,USA,4.0,,2020-06-12
3644,Data Platforms Internship (Summer 2020),Tesla,,"Palo Alto, CA",nan,USA,30.0,,2020-05-17
3645,"Sr Analyst, Data",Molina Healthcare,,"Long Beach, CA",nan,USA,23.0,,2020-05-24
3646,Analyst - Data Intelligence (US),Avantor,,"Radnor, PA",nan,USA,19.0,,2020-05-28
3647,Data Research Analyst Senior,University of Kentucky,,"Frankfort, KY",$54142 - $89315 a year,USA,10.0,47644.96,2020-06-06
3648,Applied Industrial Statistics Data Analyst,FasTrak Network Corporation,,"Boonville, NY",nan,USA,30.0,,2020-05-17
3649,"Recovery Data Analyst, Sr - TPA Idlewild",WellCare,,"Tampa, FL 33634",nan,USA,3.0,,2020-06-13
3650,Data Analyst I,kiranam technologies,,"Knoxville, TN",nan,USA,30.0,,2020-05-17
3651,Data Analyst,Wayne Metropolitan Community Action Agency,,"Detroit, MI 48202 (New Center area)",nan,USA,11.0,,2020-06-05
3652,Business Data Analyst/IT Faculty,Anoka Technical College,,"Anoka, MN 55303",nan,USA,0.0,,2020-06-16
3653,Investigative Analyst,New York District Attorney's Office,,"New York, NY",$48909 a year,USA,18.0,43039.92,2020-05-29
3654,Strategic Data Insight Analyst,Mutual Benefit Group,,"Huntingdon, PA 16652",nan,USA,30.0,,2020-05-17
3655,Data Analyst (Contract),Epic Games,,"Cary, NC",nan,USA,30.0,,2020-05-17
3656,Data Analyst,Cyber Chasse,,United States,nan,USA,30.0,,2020-05-17
3657,Data Analyst,Stony Brook Medicine,,"Stony Brook, NY 11790",nan,USA,4.0,,2020-06-12
3658,"Business Data Analyst, Qlik Sense",Tripoint Solutions,,"Huntsville, AL 35806",nan,USA,3.0,,2020-06-13
3659,Data Analyst II - Database Developer - WILD,Utah State University,,"Logan, UT 84322 (Hillcrest area)",nan,USA,12.0,,2020-06-04
3660,"Index Data Analyst, DataGX, Global Exchange, Officer",State Street,,"Boston, MA",nan,USA,30.0,,2020-05-17
3661,Data Analyst 1,UM Rehabilitation & Orthopaedic Institute,,"Baltimore, MD 21207 (Dickeyville area)",nan,USA,21.0,,2020-05-26
3662,Data Analyst,Central Health,,"Austin, TX 78741 (Parker Lane area)",nan,USA,27.0,,2020-05-20
3663,Business Intelligence Marketing Data Analyst,The Motley Fool,,"Alexandria, VA 22314 (Eisenhower East area)",nan,USA,6.0,,2020-06-10
3664,Data Scientist/Analyst,Oshkosh Corporation,,"Oshkosh, WI 54902",nan,USA,30.0,,2020-05-17
3665,Principal Data Analyst,FM Global,,"Johnston, RI 02919",nan,USA,30.0,,2020-05-17
3666,Healthcare Data Analyst,PSA Financial Advisors,,United States,nan,USA,30.0,,2020-05-17
3667,Data Analyst-HEDIS & Star,SCAN Group,,"Long Beach, CA",nan,USA,9.0,,2020-06-07
3668,Data Quality Analyst 1,Choctaw Nation,,"Durant, OK",nan,USA,18.0,,2020-05-29
3669,Data Analyst,WOW Logistics,,"Neenah, WI 54956",nan,USA,30.0,,2020-05-17
3670,"Senior Data Analytics Analyst, Global Internal Audit & Assur...",Bristol-Myers Squibb,,"Princeton, NJ 08540",nan,USA,5.0,,2020-06-11
3671,Data Analyst,Hampton University,,"Hampton, VA",nan,USA,30.0,,2020-05-17
3672,Data Analyst,Aircraft Owners and Pilots Association,,"Frederick, MD 21701",nan,USA,30.0,,2020-05-17
3673,CRM Data Analyst,Adidas,,"Boston, MA 02116 (Back Bay area)",nan,USA,30.0,,2020-05-17
3674,Data Analyst,Chicago Public Schools,,"Chicago, IL",nan,USA,30.0,,2020-05-17
3675,SR. DATA ANALYST,"Foot Locker, Inc.",,"Saint Petersburg, FL 33716 (Carillon area)",nan,USA,19.0,,2020-05-28
3676,Senior Clinical Data Analyst (Home-Based) - IQVIA Biotech,IQVIA,,"Morrisville, NC",nan,USA,11.0,,2020-06-05
3677,Data Analyst,Quest Analytics,,"Overland Park, KS",nan,USA,30.0,,2020-05-17
3678,Research Data Analyst 2,Penn State University,,"University Park, PA",nan,USA,30.0,,2020-05-17
3679,"Data Analyst, Student Success Program",Child Mind Institute,,"New York, NY 10022 (Midtown area)",nan,USA,30.0,,2020-05-17
3680,Data Analyst,piano.io,,"Philadelphia, PA",nan,USA,30.0,,2020-05-17
3681,Data Management & Programming Support Analyst - CDC,TJFACT,,United States,nan,USA,30.0,,2020-05-17
3682,Data Analyst,Dixon Valve & Coupling Company,,"Chestertown, MD 21620",nan,USA,30.0,,2020-05-17
3683,Healthcare Data Analyst,CareJourney,,"Arlington, VA",nan,USA,30.0,,2020-05-17
3684,Data and Reporting Analyst II,Magellan Health,,"Glen Allen, VA 23060",nan,USA,30.0,,2020-05-17
3685,Data Analyst - LA,BlueLabs Analytics,,"Los Angeles, CA",nan,USA,30.0,,2020-05-17
3686,"Healthcare Data Analyst, II",Boston Children's Hospital,,"Boston, MA 02115 (Mission Hill area)",nan,USA,19.0,,2020-05-28
3687,Data Analyst,NVision Solutions,,"Diamondhead, MS",nan,USA,30.0,,2020-05-17
3688,Health Data Analyst,Altarum Institute,,"Washington, DC 20036 (Downtown area)",nan,USA,24.0,,2020-05-23
3689,Data Specialist,Cosential,,"Austin, TX 78701 (Downtown area)",nan,USA,0.0,,2020-06-16
3690,Manager Consumer Data Analyst,Lift361,,"Duluth, GA 30097",nan,USA,18.0,,2020-05-29
3691,Summer 2020 Intern - Business Data Analytics,GLOBALFOUNDRIES,,"Essex Junction, VT",nan,USA,5.0,,2020-06-11
3692,Customer Data and Insights Analyst,Children's Miracle Network Hospitals,,"Salt Lake City, UT 84101 (People's Freeway area)",nan,USA,30.0,,2020-05-17
3693,OBIEE & Data Visualization Analyst/Developer,Larsen & Toubro Infotech Limited,,"Parsippany, NJ",nan,USA,5.0,,2020-06-11
3694,Project Consulting & Data Analyst,Logic Rule,,"Seattle, WA",$3386 - $3894 an hour,USA,30.0,5703107.52,2020-05-17
3695,Data Analyst,Guidehouse,,"Hill AFB, UT",nan,USA,2.0,,2020-06-14
3696,Sr Data Analyst,IQVIA,,"Orchard Park, NY",nan,USA,4.0,,2020-06-12
3697,Data Analyst,Zynga,,"Austin, TX",nan,USA,18.0,,2020-05-29
3698,"Senior Analyst, Data Insights & Analytics",Takeda Pharmaceuticals,,"Boston, MA",nan,USA,5.0,,2020-06-11
3699,Data Analyst,Oneida ESC Group,,"West Point, NY 10996",nan,USA,30.0,,2020-05-17
3700,Data Quality Analyst C12,CITI,,"Irving, TX 75039 (Freeport/Hackberry area)",nan,USA,1.0,,2020-06-15
3701,IS Data Analyst,Gateway,,"Indianapolis, IN 46204",nan,USA,30.0,,2020-05-17
3702,Data Analyst,Frontend Arts,,"San Jose, CA",nan,USA,30.0,,2020-05-17
3703,Business Analyst,Access Technology Solutions,,nan,nan,USA,30.0,,2020-05-17
3704,Canada Key Biodiversity Areas Lead Data Analyst,Wildlife Conservation Society,,"Washington, DC 20001 (Swampoodle area)",nan,USA,16.0,,2020-05-31
3705,Analyst III Data,Peapod Digital Labs,,"Salisbury, NC 28147",nan,USA,3.0,,2020-06-13
3706,Data Analyst - Distribution Analytics,The Home Depot,,"Atlanta, GA",nan,USA,23.0,,2020-05-24
3707,Data Analyst,Horizontal,,"Syracuse, NY",nan,USA,30.0,,2020-05-17
3708,Data Analyst,Cayuga Centers,,"Auburn, NY 13021",nan,USA,30.0,,2020-05-17
3709,Jr Data Analyst,"Orbis, Inc.",,"Portsmouth, VA",nan,USA,30.0,,2020-05-17
3710,Analyst Clinical Data,Northwell Health,,"Manhasset, NY 11030",nan,USA,30.0,,2020-05-17
3711,Data Analyst,Highbrow LLC,,"Redmond, WA",nan,USA,30.0,,2020-05-17
3712,WPM Senior Data Analyst,T. Rowe Price,,"Owings Mills, MD",nan,USA,3.0,,2020-06-13
3713,Data Analyst,PharmaCord,,"Louisville, KY 40205 (Highlands Douglas area)",nan,USA,30.0,,2020-05-17
3714,Data Analyst,IronArch Technology,,"Chantilly, VA",nan,USA,18.0,,2020-05-29
3715,Data Analyst/Computer Operator,LOCKHEED MARTIN CORPORATION,,"Orlando, FL 32819 (Florida Center area)",nan,USA,12.0,,2020-06-04
3716,Compliance Data Analyst I,Boston Children's Hospital,,"Boston, MA 02115 (Mission Hill area)",nan,USA,30.0,,2020-05-17
3717,Data Analyst,"Datanalytics, Inc.",,"St. Louis, MO 63102 (Near North Riverfront area)",nan,USA,30.0,,2020-05-17
